brand_name,generic_name,manufacturer,therapeutic_class,price,final_price,availability_status,rating,num_reviews
LifeCare,Atorvastatin,Sun Healthcare,Antibiotic,636.04,636.04,Limited,3.5,4
PharmaOne,Amoxicillin,Sun Healthcare,Antibiotic,1927.44,1831.07,Out of stock,5.0,184
HealPlus,Omeprazole,Sun Healthcare,Antidiabetic,289.0,274.55,Limited,3.7,349
BioTrust,Metformin,Medicare Ltd,Antidiabetic,359.36,359.36,Out of stock,3.1,319
Medix,Paracetamol,Global Remedies,Analgesic,1611.46,1450.31,In stock,3.7,177
LifeCare,Metformin,ABC Pharma,Analgesic,295.79,266.21,Limited,4.6,218
LifeCare,Omeprazole,Global Remedies,Antacid,48.35,48.35,Limited,3.1,67
HealPlus,Atorvastatin,ABC Pharma,Analgesic,1504.83,1429.59,In stock,3.9,230
PharmaOne,Omeprazole,Global Remedies,Antidiabetic,857.92,815.02,Limited,4.0,332
HealPlus,Paracetamol,ABC Pharma,Antidiabetic,27.14,24.43,Limited,3.3,404
LifeCare,Omeprazole,Global Remedies,Antacid,430.3,430.3,In stock,4.9,243
PharmaOne,Atorvastatin,Global Remedies,Analgesic,903.23,722.58,Limited,3.6,376
HealPlus,Amoxicillin,Nova Life,Antidiabetic,46.51,44.18,Out of stock,3.9,479
BioTrust,Atorvastatin,Sun Healthcare,Antacid,272.56,245.3,In stock,4.4,142
HealPlus,Atorvastatin,Nova Life,Antihypertensive,551.63,551.63,In stock,3.3,130
BioTrust,Metformin,Global Remedies,Antibiotic,685.66,685.66,Limited,4.4,34
Medix,Metformin,Global Remedies,Analgesic,1973.22,1973.22,Limited,3.4,117
BioTrust,Amoxicillin,Sun Healthcare,Antidiabetic,1190.78,1071.7,In stock,2.9,428
LifeCare,Paracetamol,Medicare Ltd,Analgesic,1668.14,1668.14,Limited,4.4,87
BioTrust,Metformin,Nova Life,Antidiabetic,1408.73,1126.98,In stock,3.8,452
PharmaOne,Atorvastatin,Nova Life,Analgesic,145.92,116.74,Out of stock,3.6,74
PharmaOne,Metformin,Nova Life,Antibiotic,1748.43,1748.43,In stock,4.4,67
LifeCare,Amoxicillin,Nova Life,Antidiabetic,103.03,87.58,In stock,3.5,314
Medix,Amoxicillin,Medicare Ltd,Antihypertensive,490.08,465.58,Limited,3.0,194
LifeCare,Omeprazole,Nova Life,Antibiotic,973.28,875.95,In stock,4.4,151
PharmaOne,Amoxicillin,ABC Pharma,Antacid,1042.77,834.22,Out of stock,3.9,360
HealPlus,Atorvastatin,Sun Healthcare,Antacid,1054.86,1054.86,In stock,2.7,216
LifeCare,Paracetamol,Global Remedies,Antacid,481.27,409.08,Limited,3.3,372
HealPlus,Atorvastatin,Global Remedies,Antihypertensive,238.55,202.77,Limited,4.0,201
PharmaOne,Metformin,Global Remedies,Antihypertensive,499.28,449.35,In stock,5.0,403
LifeCare,Atorvastatin,Global Remedies,Analgesic,1218.46,974.77,In stock,4.5,166
BioTrust,Omeprazole,Sun Healthcare,Analgesic,436.65,436.65,Out of stock,4.1,391
Medix,Omeprazole,Nova Life,Antacid,503.83,428.26,Limited,4.2,370
PharmaOne,Atorvastatin,Sun Healthcare,Antihypertensive,1088.14,1088.14,Limited,4.0,390
Medix,Amoxicillin,ABC Pharma,Antibiotic,776.14,698.53,Out of stock,2.8,390
BioTrust,Omeprazole,Nova Life,Antacid,1000.6,950.57,In stock,2.7,232
BioTrust,Omeprazole,Sun Healthcare,Antacid,620.39,527.33,Limited,5.0,416
HealPlus,Paracetamol,Sun Healthcare,Analgesic,1972.83,1972.83,Limited,2.6,105
LifeCare,Omeprazole,Sun Healthcare,Antibiotic,1788.77,1788.77,Limited,4.1,264
Medix,Omeprazole,Nova Life,Antibiotic,229.03,229.03,In stock,2.5,314
HealPlus,Amoxicillin,Sun Healthcare,Antihypertensive,78.21,78.21,Out of stock,4.5,108
HealPlus,Atorvastatin,Nova Life,Antacid,1166.75,1050.08,In stock,3.5,175
BioTrust,Omeprazole,Sun Healthcare,Antibiotic,1858.49,1765.57,In stock,3.4,445
HealPlus,Atorvastatin,Global Remedies,Antidiabetic,1685.41,1432.6,Limited,4.0,307
LifeCare,Omeprazole,Nova Life,Antibiotic,827.95,745.16,Out of stock,2.5,428
Medix,Atorvastatin,ABC Pharma,Antibiotic,583.55,554.37,In stock,3.4,499
LifeCare,Atorvastatin,Nova Life,Antihypertensive,248.61,248.61,Out of stock,4.3,494
LifeCare,Amoxicillin,Sun Healthcare,Analgesic,1551.08,1551.08,In stock,4.1,284
PharmaOne,Atorvastatin,Global Remedies,Analgesic,55.67,47.32,Out of stock,2.8,14
Medix,Atorvastatin,Sun Healthcare,Antibiotic,716.75,716.75,Limited,4.4,252
LifeCare,Omeprazole,ABC Pharma,Analgesic,1343.02,1275.87,Out of stock,3.4,26
BioTrust,Metformin,Sun Healthcare,Antihypertensive,1556.4,1478.58,Limited,4.0,228
Medix,Amoxicillin,Nova Life,Antidiabetic,972.93,875.64,Limited,2.7,249
LifeCare,Amoxicillin,Sun Healthcare,Analgesic,1423.14,1423.14,Out of stock,4.1,423
LifeCare,Metformin,Sun Healthcare,Antidiabetic,689.14,585.77,Out of stock,4.3,281
HealPlus,Paracetamol,Nova Life,Analgesic,762.24,609.79,Out of stock,2.5,18
HealPlus,Amoxicillin,Global Remedies,Analgesic,865.1,692.08,Limited,3.2,478
BioTrust,Paracetamol,Global Remedies,Antidiabetic,1271.4,1271.4,In stock,3.0,264
BioTrust,Paracetamol,Medicare Ltd,Antihypertensive,254.07,241.37,In stock,4.4,275
LifeCare,Atorvastatin,ABC Pharma,Analgesic,639.09,543.23,Out of stock,3.7,84
LifeCare,Metformin,ABC Pharma,Antidiabetic,1751.53,1751.53,Limited,3.8,147
Medix,Amoxicillin,Global Remedies,Antihypertensive,669.97,535.98,Out of stock,4.3,443
PharmaOne,Atorvastatin,Sun Healthcare,Antihypertensive,1768.14,1502.92,In stock,3.6,253
PharmaOne,Paracetamol,ABC Pharma,Antacid,235.94,224.14,Out of stock,3.9,194
Medix,Paracetamol,ABC Pharma,Analgesic,1787.65,1608.89,Limited,2.6,436
Medix,Paracetamol,Global Remedies,Antidiabetic,92.55,74.04,In stock,2.8,401
BioTrust,Amoxicillin,ABC Pharma,Antihypertensive,1169.43,994.02,Out of stock,4.0,454
LifeCare,Atorvastatin,ABC Pharma,Antihypertensive,1851.52,1481.22,In stock,3.3,330
Medix,Amoxicillin,ABC Pharma,Antidiabetic,1987.4,1589.92,Out of stock,4.5,195
Medix,Atorvastatin,Sun Healthcare,Antidiabetic,1997.17,1797.45,Limited,2.6,66
HealPlus,Metformin,Global Remedies,Antibiotic,447.1,424.75,Out of stock,3.0,158
HealPlus,Metformin,Global Remedies,Antidiabetic,1404.06,1263.65,In stock,4.9,141
BioTrust,Omeprazole,Sun Healthcare,Antihypertensive,1633.25,1388.26,Out of stock,2.8,426
Medix,Metformin,Medicare Ltd,Analgesic,1438.85,1151.08,Out of stock,4.9,272
PharmaOne,Atorvastatin,Nova Life,Antibiotic,1864.25,1771.04,Limited,4.6,461
BioTrust,Metformin,Nova Life,Analgesic,1175.07,940.06,Limited,2.5,166
BioTrust,Metformin,Nova Life,Antihypertensive,1083.82,975.44,Out of stock,3.2,394
Medix,Metformin,Sun Healthcare,Antidiabetic,828.04,662.43,Out of stock,3.4,302
BioTrust,Atorvastatin,Medicare Ltd,Antidiabetic,1357.68,1154.03,Limited,4.8,311
PharmaOne,Atorvastatin,Nova Life,Antihypertensive,1395.93,1395.93,In stock,2.7,86
LifeCare,Omeprazole,Nova Life,Antibiotic,1565.51,1330.68,Limited,3.5,332
HealPlus,Atorvastatin,Nova Life,Antidiabetic,1613.49,1532.82,Limited,4.6,131
BioTrust,Paracetamol,Sun Healthcare,Antibiotic,539.74,431.79,In stock,4.4,85
LifeCare,Atorvastatin,Nova Life,Analgesic,933.18,839.86,Limited,3.1,213
PharmaOne,Metformin,Sun Healthcare,Antihypertensive,1935.72,1742.15,Out of stock,4.7,481
LifeCare,Omeprazole,ABC Pharma,Analgesic,1192.43,1013.57,Limited,4.1,386
BioTrust,Amoxicillin,Nova Life,Antihypertensive,1174.09,1115.39,Limited,4.3,354
PharmaOne,Paracetamol,Nova Life,Antidiabetic,1815.78,1452.62,Limited,2.6,172
LifeCare,Metformin,Sun Healthcare,Analgesic,1131.57,1131.57,Limited,3.5,349
LifeCare,Atorvastatin,Nova Life,Antihypertensive,1734.73,1387.78,Out of stock,3.6,217
PharmaOne,Paracetamol,ABC Pharma,Antibiotic,1567.13,1567.13,Out of stock,4.4,373
Medix,Paracetamol,Nova Life,Analgesic,832.63,791.0,Limited,3.5,46
Medix,Metformin,ABC Pharma,Antidiabetic,717.82,610.15,Limited,3.8,96
HealPlus,Amoxicillin,Global Remedies,Antibiotic,1551.57,1318.83,Out of stock,3.0,57
PharmaOne,Metformin,Nova Life,Antidiabetic,540.68,459.58,Limited,2.6,176
LifeCare,Omeprazole,Sun Healthcare,Antidiabetic,302.14,302.14,Limited,2.9,61
Medix,Atorvastatin,Nova Life,Antibiotic,470.75,423.68,Out of stock,2.8,130
Medix,Paracetamol,ABC Pharma,Antacid,847.32,762.59,Out of stock,4.5,32
BioTrust,Atorvastatin,Nova Life,Antibiotic,1771.46,1682.89,In stock,3.4,431
Medix,Omeprazole,Medicare Ltd,Antidiabetic,969.97,872.97,Out of stock,2.9,119
BioTrust,Atorvastatin,Nova Life,Analgesic,484.16,435.74,Limited,2.9,396
HealPlus,Amoxicillin,Sun Healthcare,Analgesic,1948.09,1558.47,Out of stock,3.8,467
Medix,Metformin,Medicare Ltd,Antacid,52.56,44.68,Limited,3.6,285
BioTrust,Amoxicillin,Medicare Ltd,Antihypertensive,517.04,439.48,Limited,3.9,278
HealPlus,Amoxicillin,Sun Healthcare,Antidiabetic,1251.45,1001.16,Out of stock,3.6,137
PharmaOne,Atorvastatin,Nova Life,Antidiabetic,1627.58,1546.2,Limited,3.7,245
LifeCare,Metformin,Global Remedies,Antacid,326.87,277.84,Limited,3.3,360
PharmaOne,Metformin,Global Remedies,Antidiabetic,494.81,420.59,Limited,2.7,405
Medix,Amoxicillin,Medicare Ltd,Antihypertensive,1465.92,1319.33,Limited,3.5,386
PharmaOne,Atorvastatin,Sun Healthcare,Analgesic,1430.8,1216.18,Limited,3.7,260
Medix,Metformin,Global Remedies,Analgesic,1485.46,1411.19,Limited,3.5,57
HealPlus,Omeprazole,Sun Healthcare,Antidiabetic,1384.06,1245.65,Out of stock,4.6,125
PharmaOne,Atorvastatin,Nova Life,Antacid,50.52,42.94,Out of stock,4.9,127
HealPlus,Paracetamol,Sun Healthcare,Antacid,1438.44,1222.67,Out of stock,4.5,145
HealPlus,Amoxicillin,ABC Pharma,Antidiabetic,695.53,556.42,Out of stock,4.7,391
LifeCare,Atorvastatin,Global Remedies,Antidiabetic,122.37,122.37,In stock,4.2,431
BioTrust,Paracetamol,Medicare Ltd,Antibiotic,730.79,657.71,Out of stock,3.9,127
LifeCare,Paracetamol,Global Remedies,Analgesic,645.41,645.41,Out of stock,4.1,204
BioTrust,Atorvastatin,Medicare Ltd,Antidiabetic,935.62,935.62,Out of stock,2.7,378
PharmaOne,Paracetamol,ABC Pharma,Antihypertensive,820.95,820.95,In stock,4.6,55
LifeCare,Omeprazole,Sun Healthcare,Antacid,1107.65,1107.65,Out of stock,4.3,446
Medix,Metformin,ABC Pharma,Analgesic,614.23,522.1,Out of stock,4.8,366
Medix,Metformin,Nova Life,Antidiabetic,1545.69,1468.41,In stock,3.7,434
PharmaOne,Metformin,Medicare Ltd,Antacid,1792.73,1792.73,Out of stock,3.8,89
BioTrust,Paracetamol,ABC Pharma,Antacid,1481.18,1481.18,Limited,4.3,189
HealPlus,Metformin,Global Remedies,Antidiabetic,1854.09,1854.09,In stock,3.9,123
LifeCare,Omeprazole,Nova Life,Antibiotic,1280.71,1088.6,Limited,3.8,302
BioTrust,Paracetamol,Nova Life,Antacid,665.47,665.47,In stock,2.7,134
PharmaOne,Amoxicillin,Medicare Ltd,Antidiabetic,1298.76,1103.95,Out of stock,2.6,192
BioTrust,Paracetamol,Sun Healthcare,Analgesic,815.79,775.0,Limited,3.8,280
LifeCare,Omeprazole,Medicare Ltd,Antacid,799.98,719.98,In stock,2.7,462
LifeCare,Omeprazole,Nova Life,Analgesic,1041.63,833.3,In stock,4.0,88
PharmaOne,Omeprazole,ABC Pharma,Antihypertensive,1280.21,1152.19,In stock,4.1,16
BioTrust,Atorvastatin,Sun Healthcare,Antihypertensive,1769.77,1769.77,Out of stock,4.6,186
Medix,Metformin,ABC Pharma,Antibiotic,1427.4,1427.4,Limited,2.8,427
BioTrust,Omeprazole,Global Remedies,Antacid,1991.3,1692.61,In stock,4.0,144
Medix,Omeprazole,ABC Pharma,Antihypertensive,1820.16,1729.15,In stock,4.2,456
LifeCare,Metformin,Medicare Ltd,Antibiotic,1996.39,1597.11,Out of stock,3.7,487
BioTrust,Amoxicillin,ABC Pharma,Antihypertensive,1247.56,1247.56,Out of stock,2.6,130
HealPlus,Metformin,Medicare Ltd,Antidiabetic,427.49,406.12,In stock,2.5,358
BioTrust,Metformin,Medicare Ltd,Analgesic,1763.08,1498.62,In stock,3.7,338
PharmaOne,Amoxicillin,Sun Healthcare,Antidiabetic,1367.1,1230.39,Out of stock,4.6,120
BioTrust,Atorvastatin,ABC Pharma,Antihypertensive,1460.2,1387.19,Out of stock,3.2,276
HealPlus,Atorvastatin,Medicare Ltd,Antacid,869.72,869.72,In stock,5.0,57
Medix,Amoxicillin,Medicare Ltd,Antibiotic,1728.73,1555.86,In stock,4.5,500
HealPlus,Omeprazole,Global Remedies,Antihypertensive,1458.33,1458.33,Limited,4.4,498
HealPlus,Atorvastatin,ABC Pharma,Antihypertensive,542.6,488.34,Limited,3.7,415
BioTrust,Paracetamol,ABC Pharma,Antihypertensive,1539.78,1462.79,Out of stock,2.8,310
HealPlus,Amoxicillin,Global Remedies,Analgesic,269.24,215.39,In stock,3.7,403
BioTrust,Atorvastatin,ABC Pharma,Antibiotic,1498.54,1498.54,In stock,4.3,490
PharmaOne,Metformin,Sun Healthcare,Antacid,198.87,198.87,In stock,5.0,478
LifeCare,Omeprazole,Medicare Ltd,Antacid,1982.53,1685.15,In stock,3.3,25
PharmaOne,Amoxicillin,Medicare Ltd,Analgesic,1071.94,1018.34,Out of stock,3.6,114
LifeCare,Metformin,Global Remedies,Analgesic,562.85,562.85,In stock,3.2,291
LifeCare,Omeprazole,Global Remedies,Antibiotic,623.48,498.78,In stock,2.7,113
HealPlus,Metformin,Global Remedies,Antidiabetic,1655.34,1407.04,Limited,4.6,30
HealPlus,Amoxicillin,Global Remedies,Antibiotic,1886.22,1603.29,Limited,4.3,28
BioTrust,Amoxicillin,ABC Pharma,Antidiabetic,1835.99,1652.39,Limited,3.4,424
BioTrust,Metformin,Medicare Ltd,Analgesic,546.1,546.1,Out of stock,3.8,251
HealPlus,Paracetamol,Medicare Ltd,Antidiabetic,1735.25,1735.25,Limited,4.9,397
Medix,Metformin,Sun Healthcare,Antacid,826.43,702.47,Out of stock,4.6,233
Medix,Metformin,Global Remedies,Antacid,1421.4,1279.26,Out of stock,4.6,296
LifeCare,Amoxicillin,Sun Healthcare,Antihypertensive,484.33,411.68,Limited,3.8,370
LifeCare,Paracetamol,Global Remedies,Antacid,865.72,692.58,In stock,3.2,123
Medix,Atorvastatin,Nova Life,Antibiotic,1246.05,1121.44,Limited,4.5,165
BioTrust,Atorvastatin,Medicare Ltd,Antihypertensive,1982.27,1585.82,Out of stock,4.9,105
HealPlus,Metformin,Global Remedies,Antidiabetic,67.36,67.36,Out of stock,5.0,149
HealPlus,Atorvastatin,Medicare Ltd,Analgesic,1409.61,1409.61,Out of stock,3.8,180
Medix,Omeprazole,Sun Healthcare,Antidiabetic,1135.76,1135.76,Out of stock,3.9,197
HealPlus,Paracetamol,Global Remedies,Antacid,316.69,269.19,In stock,3.5,154
LifeCare,Omeprazole,Nova Life,Antibiotic,386.52,328.54,In stock,2.9,39
BioTrust,Omeprazole,Nova Life,Antacid,67.61,60.85,Limited,3.6,493
BioTrust,Metformin,Global Remedies,Antidiabetic,1522.5,1446.38,In stock,3.5,466
LifeCare,Amoxicillin,Sun Healthcare,Antacid,1611.14,1530.58,In stock,4.6,303
Medix,Atorvastatin,Nova Life,Antidiabetic,559.59,559.59,Limited,4.1,475
BioTrust,Atorvastatin,Sun Healthcare,Antibiotic,1271.28,1080.59,In stock,3.8,277
HealPlus,Omeprazole,Medicare Ltd,Antacid,1983.11,1883.95,Limited,4.1,328
PharmaOne,Paracetamol,Medicare Ltd,Antidiabetic,1754.14,1754.14,In stock,4.8,384
HealPlus,Omeprazole,ABC Pharma,Antibiotic,1300.79,1235.75,In stock,2.6,238
PharmaOne,Paracetamol,Sun Healthcare,Antacid,76.57,72.74,In stock,3.3,99
BioTrust,Atorvastatin,Nova Life,Antacid,911.08,774.42,Out of stock,4.0,412
BioTrust,Omeprazole,ABC Pharma,Antibiotic,1695.61,1441.27,Limited,2.7,31
BioTrust,Amoxicillin,Sun Healthcare,Antacid,1859.36,1487.49,Limited,2.8,94
PharmaOne,Amoxicillin,Medicare Ltd,Antibiotic,1393.96,1254.56,Out of stock,4.4,290
Medix,Omeprazole,Nova Life,Antibiotic,587.5,470.0,Limited,3.2,83
Medix,Atorvastatin,Medicare Ltd,Antidiabetic,264.9,211.92,In stock,3.4,215
LifeCare,Amoxicillin,Global Remedies,Analgesic,379.63,303.7,In stock,2.7,196
HealPlus,Metformin,Global Remedies,Antihypertensive,1560.8,1482.76,Limited,4.0,168
PharmaOne,Atorvastatin,Nova Life,Antidiabetic,233.52,221.84,In stock,3.1,33
LifeCare,Amoxicillin,Nova Life,Antibiotic,1798.04,1528.33,Limited,2.6,350
LifeCare,Amoxicillin,Global Remedies,Antibiotic,1632.21,1550.6,Limited,2.9,105
LifeCare,Amoxicillin,Global Remedies,Antacid,1299.56,1169.6,Limited,4.1,61
Medix,Paracetamol,Medicare Ltd,Antihypertensive,1217.75,1156.86,Out of stock,5.0,99
HealPlus,Omeprazole,ABC Pharma,Antihypertensive,177.08,141.66,Out of stock,5.0,478
BioTrust,Amoxicillin,Medicare Ltd,Antacid,881.37,793.23,Out of stock,3.6,34
BioTrust,Paracetamol,ABC Pharma,Antacid,234.83,211.35,In stock,2.8,235
LifeCare,Amoxicillin,Medicare Ltd,Antidiabetic,1352.09,1284.49,In stock,4.6,478
BioTrust,Omeprazole,ABC Pharma,Antibiotic,1343.19,1141.71,In stock,3.2,429
Medix,Metformin,Sun Healthcare,Antihypertensive,55.24,55.24,Limited,2.9,481
HealPlus,Paracetamol,ABC Pharma,Antidiabetic,1124.25,1011.83,Limited,3.9,408
BioTrust,Atorvastatin,ABC Pharma,Antihypertensive,340.6,289.51,In stock,4.3,136
BioTrust,Metformin,Global Remedies,Analgesic,368.86,368.86,Out of stock,4.8,1
Medix,Paracetamol,ABC Pharma,Antacid,625.05,625.05,In stock,2.6,300
BioTrust,Omeprazole,Global Remedies,Antibiotic,223.71,178.97,In stock,3.1,289
LifeCare,Metformin,Medicare Ltd,Antibiotic,218.47,196.62,In stock,4.7,87
PharmaOne,Amoxicillin,ABC Pharma,Antihypertensive,1698.26,1358.61,Out of stock,2.5,370
HealPlus,Atorvastatin,Global Remedies,Antihypertensive,415.21,332.17,Limited,4.0,452
BioTrust,Metformin,Sun Healthcare,Antacid,1402.01,1191.71,Limited,4.2,146
HealPlus,Paracetamol,Medicare Ltd,Analgesic,1667.66,1584.28,Limited,3.4,261
PharmaOne,Amoxicillin,Medicare Ltd,Antihypertensive,925.68,786.83,Limited,3.8,68
HealPlus,Paracetamol,Nova Life,Analgesic,1934.96,1741.46,Out of stock,2.5,399
PharmaOne,Paracetamol,Sun Healthcare,Antihypertensive,1336.29,1336.29,Limited,4.2,400
BioTrust,Paracetamol,Medicare Ltd,Antibiotic,79.11,75.15,In stock,3.5,357
PharmaOne,Atorvastatin,Medicare Ltd,Antacid,1265.89,1265.89,In stock,4.5,472
PharmaOne,Amoxicillin,Medicare Ltd,Analgesic,657.14,624.28,Limited,4.6,314
BioTrust,Amoxicillin,Global Remedies,Antidiabetic,1953.74,1953.74,Limited,3.0,159
BioTrust,Atorvastatin,ABC Pharma,Antidiabetic,243.58,207.04,In stock,4.8,427
Medix,Omeprazole,Sun Healthcare,Analgesic,34.47,34.47,Out of stock,4.6,331
PharmaOne,Omeprazole,Medicare Ltd,Analgesic,999.7,899.73,In stock,3.3,373
LifeCare,Amoxicillin,Nova Life,Antihypertensive,1205.76,964.61,Out of stock,4.0,283
PharmaOne,Amoxicillin,Medicare Ltd,Antacid,996.74,946.9,Limited,4.8,358
LifeCare,Metformin,Global Remedies,Antacid,672.66,538.13,Limited,4.3,128
HealPlus,Atorvastatin,Sun Healthcare,Antidiabetic,712.89,677.25,Out of stock,4.5,20
LifeCare,Atorvastatin,ABC Pharma,Antihypertensive,647.65,615.27,Out of stock,4.1,325
PharmaOne,Atorvastatin,Sun Healthcare,Antihypertensive,1865.41,1492.33,In stock,2.9,113
HealPlus,Atorvastatin,Nova Life,Antidiabetic,206.88,206.88,Limited,4.8,17
Medix,Paracetamol,Medicare Ltd,Antibiotic,1841.44,1841.44,In stock,3.2,322
Medix,Amoxicillin,Medicare Ltd,Antidiabetic,477.54,453.66,In stock,3.6,388
LifeCare,Metformin,ABC Pharma,Antidiabetic,1568.38,1489.96,In stock,2.7,263
HealPlus,Omeprazole,Sun Healthcare,Antidiabetic,1992.39,1892.77,In stock,2.9,29
HealPlus,Omeprazole,Global Remedies,Antihypertensive,1372.47,1166.6,Out of stock,3.3,288
Medix,Metformin,Medicare Ltd,Antidiabetic,1619.33,1457.4,In stock,2.6,187
PharmaOne,Omeprazole,Sun Healthcare,Antacid,1414.81,1131.85,Out of stock,3.1,464
PharmaOne,Omeprazole,ABC Pharma,Antibiotic,1622.04,1622.04,In stock,3.5,492
HealPlus,Amoxicillin,Nova Life,Antacid,656.9,525.52,Out of stock,3.9,173
LifeCare,Omeprazole,ABC Pharma,Antihypertensive,1296.55,1037.24,In stock,4.3,107
LifeCare,Omeprazole,Sun Healthcare,Analgesic,1218.57,1218.57,In stock,3.6,311
BioTrust,Omeprazole,Medicare Ltd,Antidiabetic,805.66,644.53,Out of stock,4.2,79
Medix,Amoxicillin,Sun Healthcare,Antihypertensive,1444.26,1372.05,Limited,2.9,187
LifeCare,Omeprazole,Medicare Ltd,Antibiotic,1186.08,1186.08,In stock,4.8,176
BioTrust,Metformin,Medicare Ltd,Antidiabetic,510.36,510.36,Out of stock,4.5,429
PharmaOne,Amoxicillin,Global Remedies,Antibiotic,1727.46,1727.46,In stock,4.5,368
PharmaOne,Paracetamol,Sun Healthcare,Antihypertensive,1862.22,1862.22,Out of stock,4.6,453
LifeCare,Omeprazole,Global Remedies,Antihypertensive,647.22,550.14,Out of stock,4.9,451
Medix,Amoxicillin,Medicare Ltd,Analgesic,747.1,747.1,Limited,3.2,170
BioTrust,Metformin,Nova Life,Antihypertensive,462.98,393.53,Limited,2.7,402
LifeCare,Metformin,Global Remedies,Antihypertensive,231.28,219.72,Limited,4.8,121
HealPlus,Omeprazole,Global Remedies,Antidiabetic,561.45,561.45,In stock,3.4,197
Medix,Amoxicillin,Nova Life,Analgesic,1972.94,1677.0,Out of stock,4.3,101
Medix,Metformin,Global Remedies,Antibiotic,122.85,122.85,In stock,2.6,37
PharmaOne,Omeprazole,Nova Life,Antihypertensive,1645.39,1563.12,In stock,4.8,92
BioTrust,Amoxicillin,Global Remedies,Antacid,1074.73,967.26,Limited,4.4,473
Medix,Metformin,Sun Healthcare,Antibiotic,1166.77,991.75,Out of stock,3.6,246
PharmaOne,Omeprazole,Medicare Ltd,Antihypertensive,1599.73,1599.73,In stock,5.0,73
HealPlus,Omeprazole,Nova Life,Antacid,1760.7,1408.56,Out of stock,3.0,258
BioTrust,Omeprazole,Global Remedies,Antihypertensive,515.12,515.12,In stock,4.5,60
BioTrust,Paracetamol,Sun Healthcare,Antidiabetic,762.3,762.3,Limited,4.3,348
BioTrust,Amoxicillin,Global Remedies,Antihypertensive,1367.14,1162.07,In stock,3.8,203
PharmaOne,Amoxicillin,ABC Pharma,Antidiabetic,1344.84,1075.87,In stock,4.1,195
Medix,Amoxicillin,Sun Healthcare,Antidiabetic,1964.34,1866.12,In stock,3.4,332
LifeCare,Metformin,ABC Pharma,Antidiabetic,561.2,505.08,In stock,3.9,216
HealPlus,Paracetamol,Sun Healthcare,Antibiotic,1380.43,1242.39,Out of stock,2.8,326
PharmaOne,Paracetamol,Medicare Ltd,Antidiabetic,567.97,482.77,Limited,3.1,348
BioTrust,Amoxicillin,Medicare Ltd,Antidiabetic,595.63,476.5,Limited,4.4,463
LifeCare,Amoxicillin,Nova Life,Antidiabetic,780.13,780.13,In stock,3.7,308
LifeCare,Paracetamol,Nova Life,Antibiotic,1563.95,1329.36,Limited,4.0,318
Medix,Atorvastatin,ABC Pharma,Analgesic,286.4,286.4,In stock,4.2,5
BioTrust,Paracetamol,Global Remedies,Antacid,356.58,320.92,Limited,4.2,432
HealPlus,Omeprazole,Global Remedies,Antibiotic,1996.56,1796.9,In stock,4.7,421
LifeCare,Metformin,Nova Life,Antacid,1278.98,1278.98,Out of stock,2.6,182
Medix,Metformin,Medicare Ltd,Antacid,364.38,364.38,Limited,3.3,189
Medix,Amoxicillin,ABC Pharma,Antihypertensive,142.17,135.06,In stock,3.8,481
Medix,Paracetamol,Nova Life,Antihypertensive,1674.48,1674.48,Limited,4.6,31
Medix,Atorvastatin,Medicare Ltd,Antacid,1038.77,831.02,Out of stock,3.4,495
BioTrust,Paracetamol,Sun Healthcare,Antihypertensive,895.44,761.12,In stock,4.4,387
BioTrust,Omeprazole,Nova Life,Antacid,416.68,395.85,Out of stock,3.9,388
Medix,Atorvastatin,Medicare Ltd,Antacid,1717.86,1546.07,Limited,3.6,429
LifeCare,Atorvastatin,Medicare Ltd,Antihypertensive,1791.74,1433.39,Limited,3.0,407
HealPlus,Omeprazole,Nova Life,Antibiotic,588.45,559.03,Out of stock,4.0,345
BioTrust,Omeprazole,Nova Life,Antidiabetic,663.59,663.59,Limited,2.8,465
LifeCare,Omeprazole,Nova Life,Antihypertensive,1387.56,1179.43,Out of stock,3.5,281
HealPlus,Atorvastatin,ABC Pharma,Antidiabetic,1672.77,1505.49,In stock,2.5,496
LifeCare,Metformin,Sun Healthcare,Antidiabetic,1027.57,873.43,Limited,3.6,311
Medix,Metformin,ABC Pharma,Antibiotic,1032.69,981.06,Limited,4.1,479
LifeCare,Amoxicillin,Nova Life,Analgesic,1780.7,1424.56,In stock,2.8,271
PharmaOne,Paracetamol,Nova Life,Antihypertensive,1614.23,1452.81,Out of stock,2.9,80
PharmaOne,Omeprazole,Global Remedies,Analgesic,622.8,560.52,In stock,4.3,119
LifeCare,Omeprazole,Sun Healthcare,Antidiabetic,224.95,191.21,Limited,4.5,451
HealPlus,Omeprazole,Medicare Ltd,Antacid,835.24,751.72,In stock,2.7,18
LifeCare,Paracetamol,Global Remedies,Antihypertensive,141.51,127.36,Out of stock,2.9,256
PharmaOne,Metformin,Global Remedies,Antihypertensive,1405.66,1265.09,Limited,3.8,56
HealPlus,Omeprazole,Nova Life,Antibiotic,303.83,273.45,In stock,3.9,386
BioTrust,Atorvastatin,Sun Healthcare,Analgesic,1966.93,1573.54,In stock,4.5,487
HealPlus,Atorvastatin,Sun Healthcare,Antidiabetic,600.72,570.68,Limited,3.9,248
LifeCare,Omeprazole,Medicare Ltd,Antihypertensive,1397.23,1397.23,In stock,4.0,117
Medix,Paracetamol,Medicare Ltd,Antihypertensive,1541.67,1541.67,Out of stock,3.5,155
